Name,16_Avenue_Tiled_Steps,California_Academy_of_Sciences,Alcatraz_Island,Cable_Cars,Exploratorium,or5-Golden_Gate_Bridge,Golden_Gate_Park,Lands_End,Oracle_Park,Palace_of_Fine_Arts_Theatre,Twin_Peaks,Walt_Disney_Family_Museum,Ferry_Building_Marketplace,Lombard_Street,San_Francisco_Museum_of_Modern_Art_SFMOMA,Coit_Tower,Legion_of_Honor,San_Francisco_Bay,Pier_39,or1395-Museum_of_Ice_Cream,San_Francisco_Botanical_Garden,De_Young_Museum,Cable_Car_Museum,Presidio_of_San_Francisco,Baker_Beach,Angel_Island_State_Park,Mission_Dolores_Park,Fisherman_s_Wharf,Japanese_Tea_Garden,Ghirardelli_Square,Chinatown,Union_Square,Painted_Ladies,Haight_Ashbury
JoseAlmecijaFons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
CoachJeffro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
The_Long_Carbine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,,,
anarQ7591BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
wombat1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
biloZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
cheyennemconyers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
G3255MCsteveb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
nkeswani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
U4238MHrobertom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
blc45reb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
695shawnf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
RaphaelG839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
zholczer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
fronieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Pixiep92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
starrygirlb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
curtiszoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
allierelfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,40,,,
mschorr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
dbartoletti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,
MitchS616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,30,40,,
Anky_007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
singhalanju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
jhulymh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
757KimK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Dreamer710227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
wemarionFishnGolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
JusLikeDat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
wannatravelnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
728marnig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
brianrU4388XZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,,,
Kaymtravel7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
anagT6039JU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
IzzyEdmonton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,40,,
dominicv399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
kathietower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
elowry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Mannianne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
linettebreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,40,
Ttmac21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
AmazingSparkle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
832meredithh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
ClayE753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
Annie494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
tasangalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,30,,
heffay33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
960LisaA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
johnsi2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,
Claudia0708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
auryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,50,,,
kanmaryann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
GlobeGlimpse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
leng1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
lequerler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
thurbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
215bethm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
elliemae2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
SavyTravlerWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
montob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
rightfoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
mehmbers_only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
206aliceo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
avoi014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
world_MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Txaggievet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,40
644rau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
PattiA504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
t14174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
tweav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
101garyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
661saurabhp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
digitalnomadchick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
Buhrdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,40,,,
Nodmfinisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
lacyr2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
BillC699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
530skiph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
ginasB7528QP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Sjtgemini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Darla520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
coachklewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,
DawnR378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
580tamij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
suryaanils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,40,,
lisafP9161QH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Itsabigworld321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
Z898ZPcarolw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Dnnklly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
960bethw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
I1023IUrobh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
laurencM6504YP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
redda398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
799marisad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
PhippsMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
fkendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
anamariam522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
JGBC2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
934tomr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Kingskid2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
344kimberlym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Janice1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
saraheleid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
410stevek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
DEPOmaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,,
kathygreens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
ronaldb271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
wlbjayhawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
doronbron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
morriss003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
petuniasattic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
LovelyLadyLlama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
jbober0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Bengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
svl51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
frendov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
theresaj210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
X3440LOdanielj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
gerrygaskell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
902philt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
and13Tenby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Pokysmom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Judy19472014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,
RaanNaledIt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
josephmQ6206OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Adventurer706232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
CARIBBEAN757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,,,
124patriciad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
kanishkav2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
newyorkmom09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
CandiPat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
CasualHockeyFan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
tinyredpanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
kimreinaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
davidmende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
jasondU9013SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
H8906JUmicheles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
JD10367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
gilbertrobichaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
sjwbigcats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
361romainr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
ROCruiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,,
865phild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
RomanaPale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
jimtV3349FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Nilla328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
handypa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
B3748GLmikef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Nickpea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
JSVTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,40,,
626yvonned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
rnraghavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
minnesotagirl64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
riki2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
nikhiljain610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
WeeE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
phanohano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
live4wknds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Caligal70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
cw560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
351lsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
RichardN28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,40,
Sandra2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
silvdust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
trave1bug1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Tonyrome4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
TravelovinCDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
ChippyRose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
JarjarBynx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
shellys243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
berkogal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
AmandaB652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Cris_Mac02052014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
wendybF7024MZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Giulianau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
santaluvsme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Kytting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
hbierer15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
TractorDoc76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
dselvan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
2movinon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
jenygirl68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
NykolaJane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
kmh4nym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
GRIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Eleteocon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
LARS101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
theoriginalsuze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
DarrenHicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
JessicaB368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
lauriev2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
JLRendon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
bjjorgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
shelleywilson1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
ruthd887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,30,
delpuertoRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
LisaF868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
FifiLaFemme10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
kristis508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
johngW7614QT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
DeniseW2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
831staceyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
amymZ5447XP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
johnsG7704NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
ACKistner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
124kathit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
pdt1043f89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,,
LynnA485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
wr1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
672WayneS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
lindacX6957TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
karenpZ7715QK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
BAB-BAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,10,,,
clubhead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
Kendall_ashlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
mrs_shopthe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
MamaLuvz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
252mariannel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
ahujarj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
dany0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
769shirleyj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
monO8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
idfip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,30,
Plumeria_Lover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,50,
ladybug118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
suedG451XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Chinata1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
samb101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
CDTrip72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
TonyR549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
103ileneg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
boatergirl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
NuS1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
751robd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
SammyBoii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
rebeccajustino76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
kek604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
A533AGronw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Nikita0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
christinedS4625VU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Okinawa5658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
mjdgarciamd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Z268DNjamesf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
lindaeG5900SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
cordonj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
803suzanneb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
katork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
pascodiners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
GoVols79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,40,,
2ilenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
522MichelleB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
mikeymikeAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
cassyg99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
251hildes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,
LucyAleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
heyjencole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
pamoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
drsudhir2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
WhitneyL235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
950claudep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,40,,50
roadwarrioress1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
719cromero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Janeedoe415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
610ColleenM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
176gillb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
xeyegirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,,
SFA1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
read_e_2go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
thaisbrando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
19robbo66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
arubaphil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
bethannk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
DavidTaylor45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,40,,,
DianeAdelaide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
tshickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Travelmamma82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Chetter62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
WanderEatSleepPlay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
JacqConn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
DanaH648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
DonkArizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Westersolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
lackerfollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
yoohoo614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
califclasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
trudyp95037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
smg14618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
RVT49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
JuL938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
appetite4trvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
fin73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
medicn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
SusanCully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
colinbW6984OI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
msalice_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
lonestartraveler3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
BAKER67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
erawson77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
64joshuah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,20,,,
V1069KCadamd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
vickyrr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
DebbyJoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
daniarwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
knepbra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,,,
elizabethallen1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
nicholasb806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Geno2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Susan018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
skourasfam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
RhondaWigglesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,,,
Booha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
andrearT2665OU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
Mon534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
DianeNNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
753jeffp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
521charless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
J2321AUheatherw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,
gauravnanda79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
Elena3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
Hsquared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,
World-wander-woman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,
mikecathytrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,
smooch4u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,
carlakoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,
