User_Name,"Dragon Beaux, San Francisco","Seven Hills, San Francisco","Acquerello, San Francisco","Betty Lou's Seafood and Grill, San Francisco","Sweet Maple, San Francisco","Ristorante Franchino, San Francisco","Harborview Restaurant & Bar, San Francisco","Nob Hill Cafe, San Francisco","Piccolo Forno, San Francisco","Lapisara Eatery, San Francisco","Coqueta, San Francisco","Anchor Oyster Bar & Seafood Market, San Francisco","ALX by Alexander's Steakhouse, San Francisco","Hollywood Cafe, San Francisco","Off the Grid: Fort Mason Center, San Francisco","Pacific Catch, San Francisco","Mersea Restaurant, San Francisco","Quince, San Francisco","The Grotto, San Francisco","Hog Island Oyster Company, San Francisco","Boulevard, San Francisco","Chapeau!, San Francisco","The House, San Francisco","Delancey Street Restaurant, San Francisco",SPIN San Francisco,"Chez Maman, San Francisco","Mo's Grill, San Francisco","Burma Superstar Restaurant, San Francisco","L'ardoise Bistro, San Francisco","La Ciccia, San Francisco","New Thai Elephant, San Francisco","E Tutto Qua, San Francisco","Pacific Cafe, San Francisco","Kokkari Estiatorio, San Francisco","Eight Am, San Francisco","Jeanne D'Arc Restaurant, San Francisco","Pier Market Seafood Restaurant, San Francisco"
CarolG4590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Francesca_Palina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
anthony c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
PattyC814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
kathleen B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
Miley2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
JoAne C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Edwin Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
thecriticalassessor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Paulyt33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
David K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Kentucky1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
mandypantshart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Deborah L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
235micheleq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
calgal3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Sarah R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,,
Heather37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
pietrop265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
319stewartt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
IntrepidinCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
GigerWife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
BKAG04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
MaddieH33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
stephen96821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
WeatherWizard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Dreijunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
lynette_cypress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
StephenA932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,
krfaller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
OnlyinBrighton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Miguel73Hd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Skych8ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Charle128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
MeysM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Maria B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
73_ptr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Juan Pablo E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
ElisaFerroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
224ering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
VBCIreland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Familiearnhem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Amee L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Newpaige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Catherine I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
AndersGM63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Ellebasi86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Geno2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
183christina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Allie T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
PJAnkerman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
FLPantherDog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
gaius_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
YepBeenThere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
RobCug67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
la2nj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,,,
SheilaBea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Angelina M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Missy W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Andiamo88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
debracake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
ClaudiaC5914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
zanelottilj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
SuTengKai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
dchapelier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
picchiosandman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
BrunoPaes14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Baseball39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
ASpiegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Andrea S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Lynn S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
slmcdaniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
DenmarkDanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
tournesolchef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
OhGawd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
Hotelierontherun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
MelodysBalcony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
CtJbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
skitortoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Rita A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Dave W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0
GaioCesareCaligola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
BigEatsCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Randi H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
travelnomore507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Biinx13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Debbie723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
philclairedunphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
JX903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
ResQ4o8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Sofie558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
PeaSeeker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
JStelczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Bowdoin6165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
Pugl18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Alefara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Letizia J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
drubaum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
c_juleski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,4.0,
Ellen9696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Nicolas M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
DAE888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
RHCP2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
DarrellR_Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
BiddyNZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Olivera J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Julesann0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
kismet19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
melannneo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
safarilady1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
WAgal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
Samme1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
896helenem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Marlene G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
LV69Dawg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
MattiaZanella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
n2p2Travelers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
AussieOwl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Waldisney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Gillian C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
schemie2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Emmanuel16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
DarkHeineken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
zoecrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
TheLaird627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
DieHardRamsFan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
ParamaliJetsetter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
justanothertourist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
BB_Indy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
JulieSzF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
LIZjs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Tinadifra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
LauraS2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Billy W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
AandTtx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Traveler49090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
netgrl22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
chad44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
drosiewh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
TWAM12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
ivydturtle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Michelle C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Hhogelund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Redlands_CAFoodie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
5girlsandaguy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
Kent V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
bzz77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
MSUcouple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
MHagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
Bikram D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Kristinluz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Grnwayrob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
CocoMaKai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
MrsCJR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
bert_nz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Dudley0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
LeahBelle22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
EDeNat08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0,,
luis10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
Bella85033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
AMassTravelingFamily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
YOUPICKITWEPLANIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Real_Tyler_Durden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,
AndyTheGameInventor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
DCoates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
Saltrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,
yo_toots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
nsparacino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
ciaobellatravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
iluvtotravel007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
GabiandToby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Steeler_Pens_fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
coliver73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
patriotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
SlowFoodItaliano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
pengalBayArea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Guaglione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
wearytraveller111180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
pjwb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
DeeDeeMigliori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
aboutItaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,
Hockeylover59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
BikeWMa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
katy48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,5.0,,
WilliamJolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
Z1658BLlisac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
edcott58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
kathikool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
suzannevic2r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
toddbP9048WO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
AndrzejK0725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Jo Anne A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Brick P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Monadsk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
michelleshanksbrown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
ngsab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,
63alecm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
erwinbosch87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
BRIANP2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
128tammyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
Happy T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
656rond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Jazowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
DenisMalizani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
IdahoMomandExec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
AJC1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
J A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
RomySpil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
johnmaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
437pavelz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
tracim15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
chartwell372016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Getaway798488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Bozgu64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
ShelleyLL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Shereen C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
MidwestAlpinist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Cdezlowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
rscharchburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
dfmerges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Pamela H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
MoccasinMike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
sharrongeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
rickw406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
CenturySixTenths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
DBGmichaelsPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
wayflos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
nikoTNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Helen R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Helen R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Helen R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
GoldenGateMike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
maryellap2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
sjhorrox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
Arlene C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
frequenteviaggiatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
athinnerum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
SanFranciscoCalif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,
Brenda E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
R J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
A9412RYmikew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
TC M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
TC M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
bajaralph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
Bountiful-IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
jf3132017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
C2000Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
spooncherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
mjfoster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
mjfoster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
NFC_food_guy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
KAOSeattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Kayakwilltravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
TBAtlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
deborahbB3746SZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
PraDisss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
icantbarrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Andrea T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
HappyTravellerMe2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Experfusionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
4Judy7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
dardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
194kw2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
JosephM0814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
LuckyWest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
Etblaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
diogenesl2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Colona1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
megrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
071847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
StoneCreek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
TanyaBananyaRamya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Vivian_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
AdventurerJudy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
N G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
deutschmaestro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
Redawuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
TomPambazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
402SueC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
457jimg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Thomas A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
eatitupnow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
Gary G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
david a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
quaijai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,
